artist,album,track,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,msPlayed
ROCOBERRY,Merry Summer,Merry Summer,spotify:track:5WW87X7ac3d2j8a43kSeS3,0.748,0.566,0,-9.496,1,0.037,0.573,1.41E-05,0.105,0.612,89.967,194261,2313180
bubble sound,꽃길만 걷자,꽃길만 걷자,spotify:track:0lnYqscnbzszSt1HJc9RVM,0.596,0.656,3,-5.545,1,0.114,0.722,0.039,0.134,0.263,179.873,214000,14104080
Tessie,Feel Trip,The Way,spotify:track:5rL061u3wMdGENX82qdnZe,0.855,0.393,7,-8.906,0,0.445,0.604,1.90E-06,0.113,0.628,84.027,183571,187076
Lee Seok Hoon,인사,그대를 사랑하는 10가지 이유,spotify:track:1irsHnzK1oo5x0eWJ3pqKx,0.683,0.684,5,-6.381,0,0.0302,0.0503,0,0.242,0.415,117.963,255321,1560913
Sarah Connor,Christmas In My Heart,Christmas In My Heart,spotify:track:6gDqTTjSav4gA7U3g0nNV9,0.648,0.517,9,-5.227,0,0.0273,0.536,0,0.0601,0.184,119.96,288440,10188365
Karim Mika,Superficial Love,Superficial Love,spotify:track:0hyAQc7RDsByTmU5Oueq6D,0.51,0.831,1,-3.574,1,0.0305,0.197,0,0.104,0.244,149.981,232500,6017267
Lil Tjay,In My Head,In My Head,spotify:track:1HvTxgCj0mTzQlEo0zLvFb,0.684,0.545,1,-6.885,1,0.121,0.159,0,0.102,0.407,143.049,135264,1618780
Rain,It's Raining,It′s Raining,spotify:track:7gH0gjbvNKZJtryOUNW2Yt,0.783,0.875,1,-4.486,1,0.0663,0.0172,0.0233,0.217,0.385,103.953,220760,1938285
BAEKHYUN,Amusement Park,Amusement Park,spotify:track:1TUkEXQrskATO9SoB4QMUN,0.635,0.562,5,-5.374,1,0.0333,0.85,0,0.173,0.299,84.925,256693,1005201
DEAN,instagram,instagram,spotify:track:6z1kLsntE7FuzKZHZWrXYN,0.463,0.566,8,-6.195,1,0.145,0.196,0,0.284,0.219,93.921,255729,3414634
Eminem,When I'm Gone,When I'm Gone,spotify:track:2lRI7n5b9jlPYsEpRuots6,0.608,0.745,10,-5.496,0,0.365,0.0551,0,0.27,0.725,150.068,281120,4485258
Rich Brian,1999,Love In My Pocket,spotify:track:2NZ2hBqes4aKSmt5Gsxnub,0.832,0.615,0,-7.948,0,0.0351,0.02,0,0.11,0.77,113.017,223093,5458228
Pop Smoke,Shoot For The Stars Aim For The Moon,Something Special,spotify:track:5kkaSMcf4BFlhRRICCKZb6,0.739,0.616,7,-6.963,0,0.0338,0.252,1.93E-06,0.101,0.654,91.071,158466,91114
Bingo Players,Cry (Just A Little),Cry (Just a Little),spotify:track:2jb5Wg3OTKDfeyLZSbizou,0.744,0.483,4,-7.712,0,0.0408,0.0957,0.0322,0.408,0.298,125.953,167845,512373
Troye Sivan,Strawberries & Cigarettes,Strawberries & Cigarettes,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,0.578,0.537,9,-8.676,1,0.0832,0.162,0,0.076,0.25,83.909,201539,1604474
SFC.JGR,AMEN,AMEN,spotify:track:1b32HPWdqHd2Io2KazkQmX,0.693,0.582,0,-9.475,1,0.043,0.202,0.408,0.113,0.667,146.036,137613,1398190
Rich Brian,Love In My Pocket,Love In My Pocket,spotify:track:2M9j38t0cz0lGTtLqxRT3r,0.832,0.615,0,-7.948,0,0.0351,0.02,0,0.11,0.77,113.017,223093,5458228
Keyshia Cole,The Way It Is,Love,spotify:track:0W4NhJhcqKCqEP2GIpDCDq,0.688,0.519,5,-4.285,1,0.0283,0.064,0,0.1,0.318,116.714,255333,1758664
Chris Lake,Turn off the Lights,Turn off the Lights,spotify:track:7dsImih2L25fa6qjNphBI7,0.824,0.745,11,-5.49,0,0.0755,0.0467,3.29E-05,0.198,0.888,125.013,210547,7802410
Noni,I Don't Know You,I Don't Know You,spotify:track:1walN3x7BZOZYdKrZbKhut,0.542,0.324,11,-9.257,0,0.124,0.747,0,0.106,0.348,68.608,188572,548543
John K,love + everything else,parachute,spotify:track:3orJ0XpgXRG1LTA521BpDz,0.786,0.588,1,-3.777,0,0.165,0.0503,0,0.167,0.685,75.011,156505,417635
Sting,Ten Summoner's Tales,Shape Of My Heart,spotify:track:5TrvGxuqaYKsF7C0NfrLrY,0.524,0.31,6,-12.929,0,0.0333,0.722,0.000765,0.0729,0.289,83.931,278933,2470398
Tiësto,The Motto,The Motto,spotify:track:18asYwWugKjjsihZ0YvRxO,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23E-05,0.0901,0.464,117.953,164819,8064824
One More Chance,First Album,널 생각해,spotify:track:21TczfwT8EREWUCE7fsvOb,0.787,0.427,0,-7.727,1,0.0389,0.877,1.82E-06,0.1,0.285,90.995,248293,1744257
Dirt Monkey,Primatology,Shut Up,spotify:track:4ntIKaJ28vOa71fr8Wiohe,0.835,0.812,9,-2.917,1,0.183,0.00685,0.000361,0.0905,0.485,90.009,234729,4042937
Joey Stamper,Can’t Take My Eyes off You,Can’t Take My Eyes off You,spotify:track:3JHra3AFyPcxiw3wVjFUjA,0.554,0.198,4,-10.024,1,0.0365,0.74,0,0.104,0.455,109.709,192094,1656512
Alextbh,no space,no space,spotify:track:3W1wvz416f8ZaGJyTlaCBq,0.883,0.451,11,-5.214,0,0.0902,0.0707,0,0.517,0.772,109.995,177587,801884
藤田織也,ALL MINE,ALL MINE,spotify:track:0bbrsFG5BNrJgbsKVuRRH0,0.848,0.538,10,-6.396,1,0.0387,0.388,0,0.16,0.678,114.008,212105,868330
Landy Wen,有點野,屋頂,spotify:track:2edBRoaI2F2ST6WK0jdLUX,0.272,0.352,3,-9.159,1,0.0299,0.519,0,0.167,0.139,175.48,319440,482081
尹露浠,7710,7710,spotify:track:5E9Jryr9l7GQ5tmnxuzKSI,0.736,0.527,3,-7.355,1,0.0469,0.582,0,0.0616,0.524,131.981,194545,7657711
TWICE,Twicetagram,Turtle,spotify:track:1YaPqQfNDIx8mvcW5pIeE4,0.741,0.809,1,-3.595,1,0.134,0.553,0,0.142,0.615,94.986,198040,198040
slchld,lone summer,lone summer,spotify:track:3YIpZRonYpKhybYK2pvCb3,0.72,0.644,5,-6.682,1,0.077,0.142,0,0.105,0.444,97.021,181949,668458
Peach Tree Rascals,Summa,Summa,spotify:track:2FvCf9lhKJLTWv41CZFV8W,0.646,0.714,0,-6.132,1,0.0613,0.102,0,0.0803,0.646,160.046,159004,232094
831,"想見你想見你想見你(電視劇""想見你""片尾曲)","想見你想見你想見你(電視劇""想見你""片尾曲)",spotify:track:69zgyr5HVKdInjeKpq1qHa,0.547,0.666,6,-5.694,1,0.0393,0.4,0,0.144,0.43,129.814,239795,941994
WJSN,From. WJSN,Hug U,spotify:track:0MEoUtR81N9KoKbTYg6OgS,0.668,0.521,3,-6.999,1,0.0626,0.669,0,0.123,0.517,79.147,208877,441185
Flo Milli,"Ho, why is you here ?",Beef FloMix,spotify:track:7qdFz1dTJqgdVe6NA4F4DP,0.879,0.733,11,-3.953,0,0.142,0.216,0,0.274,0.913,117.039,147692,481542
Tundra Beats,Perfect Day,Perfect Day,spotify:track:2Nugvojy1Wj11vlishRU9y,0.842,0.18,5,-17.556,0,0.0922,0.867,0.863,0.107,0.198,92.496,166064,216593
Shouse,Love Tonight (David Guetta Remix),Love Tonight (David Guetta Remix Edit),spotify:track:2prnn41CblB8B4yWACDljP,0.621,0.989,10,-4.225,0,0.0434,0.015,0.357,0.184,0.0348,126.002,158095,62478340
Tippy Balady,The Moon and Me,The Moon and Me,spotify:track:6er9orrniX3oYWgnyPoO8t,0.625,0.469,3,-10.94,1,0.041,0.618,6.79E-05,0.107,0.439,140.936,230613,182880
Rich Brian,The Sailor,Rapapapa (feat. RZA),spotify:track:7sPoDigIbCWDS6AZmOhSRR,0.782,0.752,3,-4.622,0,0.214,0.501,0,0.114,0.504,126.936,247166,257713
PAUL,Sleeping Beauty,Sleeping Beauty,spotify:track:0tCu6hUOfcs6BQaBTtY8Mf,0.712,0.664,1,-7.751,0,0.0355,0.00182,0.836,0.167,0.404,94.984,185684,410410
K.Will,Will in FALL,You don’t know love,spotify:track:5zWWdqa4BF8tjygCS8E3rO,0.649,0.708,0,-5.508,1,0.0458,0.519,0,0.458,0.709,96.975,233900,4690428
Cheer Chen,太陽,魚,spotify:track:0tCChyNux8WLRr7UhAw2Ja,0.501,0.382,7,-7.747,1,0.032,0.84,0,0.076,0.259,137.752,300187,5224585
Marshmello,FRIENDS,FRIENDS,spotify:track:08bNPGLD8AhKpnnERrAc6G,0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,202621,146123
Loco,It Takes Time,It Takes Time (Feat. Colde),spotify:track:3mNbGPCLCxia3yvwWp2P51,0.728,0.503,3,-7.147,1,0.08,0.777,2.57E-06,0.249,0.267,120.032,231602,3572035
Landy Wen,愛回溫新歌+精選,能不能,spotify:track:1O9rZg85FHOk7XaHjysi4y,0.8,0.396,2,-8.851,1,0.0566,0.349,0.00019,0.113,0.532,128,287680,13664569
Ra.D,"Dating Agency: Cyrano (Original Television Soundtrack), Pt. 3",Something Flutters,spotify:track:5wwOPgzyHbQCCVeEQhtGhw,0.573,0.528,7,-8.367,1,0.0386,0.697,2.89E-05,0.1,0.258,89.061,182523,547566
Goodnight Stand,꿈으로 와요,Leavin' tomorrow,spotify:track:3YzvfZu0YjzQ54xXRuH8PJ,0.502,0.341,2,-9.479,1,0.11,0.645,2.42E-06,0.0753,0.158,114.748,286511,1340390
Tiësto,10:35,10:35,spotify:track:6BePGk3eCan4FqaW2X8Qy3,0.696,0.793,8,-5.733,1,0.097,0.0683,3.78E-06,0.18,0.698,120.003,172253,3334890
god,Chapter 1,어머님께 To Mother,spotify:track:4DRw26g8obnUsqKBJp6knP,0.745,0.558,4,-6.768,1,0.154,0.705,0,0.429,0.577,80.002,255840,1335110
譚松韻,電視劇《以家人之名》原聲帶,Like a Breeze (電視劇《以家人之名》插曲) [伴奏版],spotify:track:1AEYOjPhyrHQLMXuz7I4Nu,0.635,0.583,6,-8.479,1,0.0648,0.343,0.00126,0.111,0.245,171.995,187382,3028500
周彥辰,《我才不要和你做朋友呢》影視原聲,你的男友(影視劇《我才不要和你做朋友呢》戀愛主題曲),spotify:track:1FfjADYEmP6MnoquFqOchB,0.605,0.625,1,-9.011,1,0.157,0.616,0,0.195,0.679,147.975,249120,921245
Paul McCartney,The Kiss Of Venus (Dominic Fike),The Kiss Of Venus (Dominic Fike),spotify:track:3gCYle76USfbHa7VDTDg5V,0.715,0.374,8,-6.665,1,0.0399,0.627,0,0.11,0.633,89.982,143531,0
Seori,?depacse ohw,Running Through The Night,spotify:track:3UZ46DvXvB2R7sBUZornlv,0.644,0.532,0,-6.541,1,0.0562,0.455,0,0.266,0.64,92.039,217533,185232
Shiga Lin,Movin' On,I'm Still Loving You,spotify:track:4rOxOFYrYzl71sJ2Y4Nu0f,0.398,0.4,11,-7.666,1,0.0328,0.452,0,0.125,0.322,134.435,212602,2236955
Avril Lavigne,The Best Damn Thing (Expanded Edition),Innocence,spotify:track:5OuP08bgU2H7ZeDQQFQ6q8,0.389,0.711,1,-3.664,0,0.0343,0.148,0,0.202,0.337,137.756,232200,824847
Joker Xue,初學者,演員,spotify:track:6LunoYd3xpZ19sICOXS8Xd,0.53,0.432,11,-10.678,1,0.0472,0.399,7.81E-06,0.113,0.186,182.842,261250,358310
Dawin,Dessert,Dessert,spotify:track:0mxoXsr14ILAYcXZBMJcOs,0.866,0.731,6,-5.226,1,0.0407,0.0796,0,0.0402,0.765,97.03,210893,1769942
4Minute,살만찌고,살만찌고,spotify:track:5zLbxQymjKrmJVUE7X2FdS,0.886,0.609,9,-7.249,1,0.0474,0.168,0,0.0671,0.882,105.002,195187,9370340
NWYR,S1R1,S1R1,spotify:track:177jHmS4lU3rQ0ChQgnJNg,0.669,0.856,0,-6.673,1,0.12,0.0134,0.199,0.274,0.335,124.041,183364,59969113
Austn,Wonder,Wonder,spotify:track:7AB45IElUoZYvY0pd5GLqY,0.58,0.496,3,-8.205,0,0.112,0.847,0,0.112,0.683,149.802,205478,0
Airman,Morning Diaries EP 1,Inception (feat. 1ho & Chan),spotify:track:5yeABnBYoGmxCxDylkNLg5,0.592,0.384,11,-9.489,1,0.0394,0.87,0,0.166,0.319,88.959,201130,601432
Madison Beer,Reckless,Reckless,spotify:track:5ajjAnNRh8bxFvaVHzpPjh,0.386,0.426,3,-6.642,1,0.0363,0.807,0,0.14,0.261,180.104,203385,837991
girl in red,Serotonin,Serotonin,spotify:track:1q2Zb0v5ZGxKDktEz7wSPb,0.58,0.788,2,-4.714,1,0.259,0.0123,1.84E-05,0.368,0.72,148.992,182426,292109
slchld,alright,alright,spotify:track:4twgRiWgXqAXgIav4CSsBq,0.545,0.723,0,-3.496,1,0.0615,0.737,0,0.11,0.146,77.243,138667,2773
Olivia Rodrigo,deja vu,deja vu,spotify:track:61KpQadow081I2AsbeLcsb,0.439,0.61,9,-7.236,1,0.116,0.593,1.07E-05,0.341,0.172,181.088,215508,1223362
RL Grime,Stay For It,Stay For It,spotify:track:69Lq3BWssbLhf4QDRtFY51,0.355,0.852,6,-3.966,0,0.0632,0.0134,1.98E-05,0.0774,0.173,143.925,258082,848531
Punch,Tonight,Tonight,spotify:track:0A11IsAXZND16wOkQQTbMB,0.526,0.56,6,-5.999,1,0.0356,0.815,0,0.135,0.522,133.468,188825,1330518
Vincent Fable,Get Lost,Get Lost,spotify:track:55GMS4VqBQ9JNguw57QZ05,0.88,0.42,9,-7.09,0,0.0482,0.0749,0,0.123,0.841,105.035,194860,197297
Future,Pluto x Baby Pluto,Drankin N Smokin,spotify:track:0k7wmahjkn389wAZdz19Cv,0.752,0.658,0,-6.297,1,0.342,0.0421,0,0.0927,0.387,151.951,213520,986428
KRYSTAL,My Lovely Girl (Original Television Soundtrack),Suddenly,spotify:track:4VRbX7J4q2CzsAodpjKXOn,0.548,0.372,2,-6.391,1,0.0303,0.661,0,0.155,0.136,135.129,266744,454708
Tracy Wang,空,不枉,spotify:track:11aePqaQM5UZgUPoB4LRUn,0.714,0.313,1,-7.888,1,0.0775,0.814,0,0.0917,0.472,80.988,213733,3585264
Billie Eilish,WHEN I WAS OLDER,WHEN I WAS OLDER - Music Inspired By The Film ROMA,spotify:track:7tGEAA1f8MydT7eVbbO9Zy,0.696,0.332,6,-12.834,1,0.0425,0.853,0.433,0.0848,0.0628,150.13,270520,1078076
miss A,A Class,Bad Girl Good Girl,spotify:track:7kTKAdVVlDxve6Qr7Hm7Qc,0.793,0.805,10,-4.224,1,0.0438,0.1,9.03E-05,0.0641,0.507,135.987,217560,801018
JAMIE,Begin Again Open MIC EPISODE. 4,Wish you were gay,spotify:track:1nnnOdy0HG5iRRP6c4H6lV,0.549,0.31,7,-7.3,1,0.0449,0.845,0,0.103,0.222,121.852,216153,1010297
PEEKABOO,Colossal,Colossal,spotify:track:68259QF2vdPWB3zu9YE6Ol,0.737,0.782,1,-5.741,0,0.0552,0.0235,0.453,0.0977,0.323,140.051,170581,1589045
salem ilese,Mad at Disney,Mad at Disney,spotify:track:7aGyRfJWtLqgJaZoG9lJhE,0.738,0.621,0,-7.313,1,0.0486,0.424,7.39E-06,0.692,0.715,113.968,136839,771894
Olivia Rodrigo,drivers license,drivers license,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,0.585,0.436,10,-8.761,1,0.0601,0.721,1.31E-05,0.105,0.132,143.874,242014,534599
Tchami,Adieu,Adieu,spotify:track:62OQBLpD3TmkqbtTPqqdRt,0.717,0.747,11,-4.932,0,0.0409,0.0467,0.635,0.0772,0.335,125.983,413333,406857
BIGBANG,Stand Up,Haru Haru,spotify:track:1L4d2lafz1odpIMe8va21X,0.687,0.914,6,-5.02,1,0.0437,0.166,0,0.0858,0.675,126.001,256360,8842565
Tiësto,The Business,The Business,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,164000,24794406
Hanin Dhiya,Where Is The Love (feat. NIve),Where Is The Love (feat. NIve),spotify:track:2YRCuGS4vCodVtfiCRn5S2,0.514,0.492,5,-5.742,1,0.034,0.783,1.24E-06,0.114,0.3,141.624,260253,126084
Numcha,Keep Cold,Keep Cold,spotify:track:3IgTrdtmSqAWsFmXTEftOv,0.642,0.553,2,-6.602,1,0.0289,0.389,0.00131,0.141,0.407,82.953,236500,684493
Sabrina Carpenter,emails i can't send,bet u wanna,spotify:track:1RAeuvRyRzCweAK3jUT0ZW,0.589,0.632,11,-6.818,0,0.16,0.0121,0,0.403,0.46,102.311,191025,8149930
twocolors,Lovefool (feat. Pia Mia),Lovefool (feat. Pia Mia),spotify:track:1Qw4FBX30bGdutJ19HBD7T,0.64,0.796,6,-5.141,1,0.0606,0.0233,0,0.239,0.164,122.905,190244,3666407
蒋小呢,For Ya,For Ya,spotify:track:19Tm5tz3YUQamKesdI2jrr,0.602,0.501,8,-8.697,1,0.0346,0.578,0,0.11,0.475,91.032,153854,21335988
SOLE,RIDE,RIDE (feat. THAMA),spotify:track:6jpFPa2m8PjHurC7508wYB,0.63,0.567,5,-5.462,1,0.0356,0.149,0,0.159,0.295,85.041,244133,648596
Yerin Baek,Every letter I sent you.,Popo (How deep is our love?),spotify:track:3qDlb0Fo29MtPKsr5sT80Z,0.604,0.468,5,-7.093,0,0.0545,0.505,0.00192,0.0681,0.695,84.886,271216,224250
Bruno Mars,Leave The Door Open,Leave The Door Open,spotify:track:7MAibcTli4IisCtbHKrGMh,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,242096,8737721
offonoff,bath,bath,spotify:track:22tAOnXPrSFOp2En3WcyyA,0.65,0.346,7,-7.85,0,0.0402,0.721,0.000577,0.371,0.125,123.919,261705,9069062
Soo-Yeony,Love u too much !,Love u too much !,spotify:track:4j7yS9QgK1sSuHJPQqrJDT,0.565,0.655,9,-5.649,1,0.131,0.805,0,0.108,0.57,167.954,196747,6369643
Yo Lee,如果你也愛我就好了,直到我遇見了你,spotify:track:2AQZxyF66Fh62Plk5dt2au,0.7,0.451,8,-6.827,0,0.218,0.585,3.70E-06,0.0773,0.548,80.002,240981,206983
SUNNYSIDEMJ,I want to see you again,"I want to see you again (Feat. DAL, KIMPRO)",spotify:track:2mGGCB6OgZ2sKAS6XRlvrK,0.682,0.608,7,-6.414,1,0.0316,0.322,0,0.101,0.388,95.943,177726,4163645
Jessi,Cold Blooded,Cold Blooded,spotify:track:34JfHOd0fcefm4FSPSrIhF,0.961,0.739,9,-6.665,1,0.224,0.0794,0,0.0372,0.759,119.96,150053,19369876
Steve Aoki,Turbulence (feat. Lil Jon),Turbulence - Radio Edit,spotify:track:2Kf2mWshxgnyz5NG6q7YwE,0.694,0.947,2,-1.721,1,0.081,0.00625,0.256,0.117,0.288,130.024,228010,10359055
Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),spotify:track:7Feaw9WAEREY0DUOSXJLOM,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23E-05,0.14,0.316,113.778,163805,68421955
Ren Ran,没有发生的爱情,无人之岛,spotify:track:2F5RaL5gh6tBFyAVudaIqs,0.461,0.454,5,-7.845,1,0.035,0.391,7.75E-06,0.147,0.243,139.866,285234,1455095
LEES2UN,스무 살의 온도 20's,Cake,spotify:track:4MZacYi1PkQX8PpBpPwNow,0.593,0.622,9,-4.105,1,0.289,0.486,0,0.273,0.749,176.05,192747,1475924
Audien,Daydreams,Something Better,spotify:track:33lXq3csEWwYNn6x0sM3Et,0.549,0.835,2,-2.632,1,0.0656,0.0692,0,0.212,0.423,126.08,212619,9220
AlunaGeorge,We Are Your Friends,You Know You Like It - Tchami Remix,spotify:track:0OpcI3rARLsNWgVbPdwHD9,0.815,0.84,5,-4.331,0,0.107,0.183,0.0843,0.0866,0.587,122.988,304333,616142
Steve Aoki,Neon Future IV,2045,spotify:track:1yhpeYO1uzMl4cRMSqq07F,0.614,0.863,4,-4.755,0,0.0448,0.000457,0.643,0.342,0.488,127.017,238110,17669561
gani,Silly love,Silly love (Feat. NASON & KDNA),spotify:track:70Bw5AOG3Anju6gM8X4Dpa,0.479,0.439,2,-5.393,1,0.17,0.482,0,0.102,0.363,79.091,175445,1950
Raisa,Someday (feat. Sam Kim),Someday (feat. Sam Kim),spotify:track:3qLB2wOemocrMXmjoL1QQw,0.52,0.536,9,-6.759,0,0.0342,0.635,0,0.115,0.2,73.069,250016,1206165
Spragga Benz,Reggae Gold 1998,We Nuh Like,spotify:track:11CfMW8mBim0vpKP8bHnXV,0.749,0.674,2,-8.561,1,0.496,0.335,0,0.292,0.831,120.426,154640,5247
demxntia,goodnight,tonight,spotify:track:1869eRZA3YeXKKKwmViVO1,0.716,0.632,5,-7.102,1,0.0837,0.255,0.546,0.124,0.408,170.1,84875,1330518
EZ Kim,"Introverted Boss (Original Television Soundtrack), Pt. 5",Because Of You,spotify:track:4KPdVlahLhZIVVqwv19MHM,0.717,0.665,6,-3.226,1,0.0294,0.402,0,0.0823,0.756,103.036,195999,8488217
eill,SPOTLIGHT,20 Acoustic ver.,spotify:track:10hAPRQTNkG7QyCE4oTNAe,0.829,0.259,7,-9,1,0.0745,0.786,0,0.06,0.382,93.98,245587,3715
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,LA NOCHE DE ANOCHE,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,0.856,0.618,7,-4.892,1,0.286,0.0303,0,0.0866,0.391,81.993,203201,1033850
HYOLYN,See the love2 OST,I Choose To Love You,spotify:track:2yYQcXdtdyVnZNjLv6DrFS,0.685,0.574,5,-6.867,1,0.0286,0.262,0,0.253,0.3,99.997,210469,2709050
Estelle Fly,HEAVY,HEAVY,spotify:track:3EF7Ou3YVOa3KdBGJDQ3Bt,0.668,0.619,1,-5.891,1,0.0324,0.0481,0.000355,0.183,0.384,94.999,156632,5379428
Mirrr,นิโคติน - Single,นิโคติน,spotify:track:6R9YzJHkfYoN6PianPhTdB,0.574,0.592,0,-6.926,1,0.0386,0.472,0,0.127,0.387,131.841,216970,320087
Jay Chou,11月的蕭邦,浪漫手機,spotify:track:4ofmSKnAYj295dE0klRGQx,0.565,0.504,10,-8.324,1,0.0325,0.656,0.000189,0.117,0.378,170.025,238400,641659
BY THE MOON,A Night like tonight,A Night like tonight,spotify:track:6gmxkkVLw51az4M9a1tL49,0.425,0.666,0,-5.304,0,0.0845,0.539,0.000873,0.139,0.411,187.733,229307,63090
譚松韻,電視劇《以家人之名》原聲帶,Like a Breeze (電視劇《以家人之名》插曲),spotify:track:16ri6UJFw9WLF8qdiks0Fv,0.556,0.511,6,-6.613,1,0.0592,0.441,0,0.11,0.577,171.615,187382,1855108
Ronghao Li,有理想,"不將就 (電影""何以笙簫默""片尾曲)",spotify:track:5DH8nF7aWoXXg5Sm3gjCWD,0.51,0.456,0,-7.773,1,0.0282,0.418,0,0.12,0.237,143.787,312998,1046561
Mac Ayres,Magic 8ball,Never Let Me Go,spotify:track:4zwbn8nmwsKR67EdRSaIU5,0.46,0.679,8,-6.189,1,0.0929,0.581,8.04E-06,0.0752,0.377,82.066,168086,168085
Bernard Park,Still…,Sleep Mode (English Ver.),spotify:track:5dsJhdbucwFXhaM7FcD91T,0.402,0.404,2,-8.083,1,0.0934,0.351,5.43E-06,0.112,0.101,79.308,188442,931785
CHANGMO,돈 벌 시간 2,아름다워,spotify:track:3fZWliK6TSGwx2feMCnu2Z,0.737,0.668,9,-5.675,1,0.0423,0.039,0,0.08,0.344,87.933,220291,1653518
BOL4,Full Album RED PLANET,Galaxy 우주를 줄게,spotify:track:6T3Mlx5fr71sm0u1YDAb4R,0.483,0.814,0,-2.407,1,0.143,0.683,0,0.0918,0.696,82.814,213853,496152
Beast,Fiction And Fact,On Rainy Days,spotify:track:4Cdyx3bs8mMYVJWP3wHPXj,0.688,0.612,8,-6.303,0,0.0574,0.72,0,0.106,0.692,90.022,225800,5703861
KIM JAE HWAN,Pocket List 8/12,Vacance in September,spotify:track:3SZit36toAsecvUWqMrit4,0.519,0.557,0,-6.02,1,0.0589,0.393,0,0.248,0.345,73.895,207653,15251521
Baek A Yeon,"Moonlovers: Scarlet Heart Ryeo (Original Television Soundtrack), Pt 7",A Lot Like Love,spotify:track:5Mu3n2L96MX1lU2EHqnD7p,0.758,0.533,9,-4.189,1,0.0267,0.548,0,0.104,0.395,76.997,203047,641098
Morris赖仔,靠近,靠近,spotify:track:3PWhoJ9fnWeZLP9UmZenlR,0.691,0.578,11,-6.405,1,0.0778,0.301,0,0.085,0.378,81.997,211167,7065804
HYOLYN,SEE SEA,SEE SEA,spotify:track:09Pp9Q9593vnr91Ldi4let,0.649,0.817,10,-2.974,0,0.0345,0.0753,0,0.0837,0.601,118.023,200125,4529608
Noel,Longing,Missing you,spotify:track:0OnYYBxChwtrOcb9xWdhfS,0.563,0.386,8,-7.089,1,0.0332,0.66,0,0.127,0.403,65.037,232960,1131406
YAØ,Love & City Lights,Love & City Lights,spotify:track:2lGQJuNsRG289zdlZmDHR2,0.562,0.406,1,-8.717,0,0.0357,0.443,2.61E-06,0.0673,0.325,170.039,184941,3086899
Niall Horan,Flicker,On The Loose,spotify:track:0kThmY7A0ynir2qLWFFhrY,0.723,0.601,11,-7.085,0,0.0337,0.00534,1.74E-06,0.162,0.718,124.01,223814,378483
Kanye West,Donda,Off The Grid,spotify:track:2gbMPBrBVj3CuNTLp2dHYs,0.546,0.64,8,-5.582,1,0.37,0.0438,0,0.137,0.63,137.728,339250,3539301
队长,NUNA 2.0,NUNA 2.0,spotify:track:0ibH0lMJdWYGB904xHpK5f,0.611,0.217,5,-9.891,1,0.0316,0.857,0,0.106,0.516,137.797,223311,13612397
Crowd Lu,刻在我心底的名字 (Your Name Engraved Herein),刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,spotify:track:3OC84eKMxRJ4x0Hcwl9i4i,0.425,0.201,10,-11.961,1,0.0373,0.873,0,0.111,0.267,136.328,320166,1789728
SOYA,Fade Away 늘어진 우리의 연애,Fade Away 늘어진 우리의 연애,spotify:track:6NSIIaRoDgXEIwCFqyoJGw,0.59,0.55,2,-5.095,0,0.0841,0.539,0,0.116,0.638,89.845,186520,988947
Akon,Trouble,Lonely,spotify:track:5QnM8r0kqFdM84k18aFE2V,0.632,0.533,5,-7.873,0,0.0338,0.351,0,0.236,0.595,90.064,235800,2845436
Afrojack,No Beef (Afrojack & Steve Aoki feat. Miss Palmer),No Beef - Original Mix,spotify:track:0lLabtlVaHGaCqKHQpBrkP,0.741,0.838,11,-5.181,0,0.0405,0.0229,0.309,0.0649,0.234,127.98,361941,3006729
队长,哪里都是你,哪里都是你,spotify:track:3QP3cYE3qnplFueLKNVsbM,0.544,0.401,5,-8.347,1,0.027,0.749,1.51E-05,0.265,0.163,131.846,222683,63785410
Lizzo,Cuz I Love You,Good as Hell,spotify:track:6KgBpzTuTRPebChN0VTyzV,0.682,0.919,0,-3.18,0,0.0875,0.256,0,0.442,0.535,95.982,159736,608062
Beyoncé,Dangerously In Love,Dangerously In Love,spotify:track:0KFuXEdOp5QfIfxHR6TJSm,0.609,0.407,6,-8.026,1,0.0808,0.345,0,0.19,0.459,99.982,293133,344429
Who R U?,Midnight Blue,Primary Insomnia,spotify:track:7iMlkoKrJ4bVdn2PzURPIC,0.652,0.6,5,-5.573,1,0.0253,0.762,0,0.0747,0.61,92.049,181493,673056
